date,activity,weight,points,crono
2020-12-18,Meditacao,50,0,00:00:00
2020-12-17,Disciplinas,40,0,00:00:00
2020-12-17,Meditacao,50,5,00:00:00
2020-12-17,Pesquisas,40,30,00:00:00
2020-12-17,Exercicios,15,0,00:00:00
2020-12-17,Programacao,40,0,00:00:00
2020-12-17,Flauta,40,0,00:00:00
2020-12-17,VitaminasEtc,150,1,00:00:00
2020-12-17,Afirmacoes,150,0,00:00:00
2020-12-17,Neuronation/Ingles,25,0,00:00:00
2020-12-17,Domesticas,10,12,00:00:00
2020-12-16,Flauta,40,0,00:00:00
2020-12-16,Neuronation/Ingles,25,0,00:00:00
2020-12-16,Domesticas,10,6,00:00:00
2020-12-16,Disciplinas,40,0,00:00:00
2020-12-16,Pesquisas,40,29,00:00:00
2020-12-16,Meditacao,50,0,00:00:00
2020-12-16,Programacao,40,0,00:00:00
2020-12-16,VitaminasEtc,150,0,00:00:00
2020-12-16,Afirmacoes,150,0,00:00:00
2020-12-16,Exercicios,15,20,00:00:00
2020-12-15,Pesquisas,40,0,00:00:00
2020-12-15,Flauta,40,3,00:00:00
2020-12-15,Afirmacoes,150,0,00:00:00
2020-12-15,Meditacao,50,8,00:00:00
2020-12-15,Exercicios,15,8,00:00:00
2020-12-15,Domesticas,10,12,00:00:00
2020-12-15,Disciplinas,40,60,00:00:00
2020-12-15,VitaminasEtc,150,1,00:00:00
2020-12-15,Neuronation/Ingles,25,0,00:00:00
2020-12-15,Programacao,40,0,00:00:00
2020-12-14,Disciplinas,40,48,00:00:00
2020-12-14,Exercicios,15,12,00:00:00
2020-12-14,VitaminasEtc,150,1,00:00:00
2020-12-14,Pesquisas,40,8,00:00:00
2020-12-14,Flauta,40,2,00:00:00
2020-12-14,Domesticas,10,8,00:00:00
2020-12-14,Programacao,40,0,00:00:00
2020-12-14,Meditacao,50,9,00:00:00
2020-12-14,Neuronation/Ingles,25,0,00:00:00
2020-12-14,Afirmacoes,150,0,00:00:00
2020-12-13,Disciplinas,40,72,00:00:00
2020-12-13,Flauta,40,2,00:00:00
2020-12-13,VitaminasEtc,150,0,00:00:00
2020-12-13,Programacao,40,0,00:00:00
2020-12-13,Meditacao,50,3,00:00:00
2020-12-13,Pesquisas,40,0,00:00:00
2020-12-13,Exercicios,15,10,00:00:00
2020-12-13,Neuronation/Ingles,25,0,00:00:00
2020-12-13,Afirmacoes,150,0,00:00:00
2020-12-13,Domesticas,10,12,00:00:00
2020-12-12,Exercicios,15,6,00:00:00
2020-12-12,Domesticas,10,35,00:00:00
2020-12-12,Meditacao,50,6,00:00:00
2020-12-12,Neuronation/Ingles,25,0,00:00:00
2020-12-12,Pesquisas,40,2,00:00:00
2020-12-12,Programacao,40,0,00:00:00
2020-12-12,Flauta,40,0,00:00:00
2020-12-12,Afirmacoes,150,0,00:00:00
2020-12-12,Disciplinas,40,3,00:00:00
2020-12-12,VitaminasEtc,150,1,00:00:00
2020-12-11,VitaminasEtc,150,1,00:00:00
2020-12-11,Domesticas,10,12,00:00:00
2020-12-11,Flauta,40,0,00:00:00
2020-12-11,Meditacao,50,2,00:00:00
2020-12-11,Exercicios,15,35,00:00:00
2020-12-11,Neuronation/Ingles,25,0,00:00:00
2020-12-11,Pesquisas,40,6,00:00:00
2020-12-11,Disciplinas,40,30,00:00:00
2020-12-11,Programacao,40,0,00:00:00
2020-12-11,Afirmacoes,150,0,00:00:00
2020-12-10,Flauta,40,0,00:00:00
2020-12-10,Meditacao,50,3,00:00:00
2020-12-10,Exercicios,15,0,00:00:00
2020-12-10,Pesquisas,40,0,00:00:00
2020-12-10,VitaminasEtc,150,1,00:00:00
2020-12-10,Neuronation/Ingles,25,0,00:00:00
2020-12-10,Afirmacoes,150,0,00:00:00
2020-12-10,Domesticas,10,90,00:00:00
2020-12-10,Disciplinas,40,0,00:00:00
2020-12-10,Programacao,40,0,00:00:00
2020-12-09,VitaminasEtc,150,1,00:00:00
2020-12-09,Neuronation/Ingles,25,0,00:00:00
2020-12-09,Afirmacoes,150,0,00:00:00
2020-12-09,Pesquisas,40,0,00:00:00
2020-12-09,Domesticas,10,60,00:00:00
2020-12-09,Meditacao,50,3,00:00:00
2020-12-09,Programacao,40,0,00:00:00
2020-12-09,Exercicios,15,0,00:00:00
2020-12-09,Disciplinas,40,0,00:00:00
2020-12-09,Flauta,40,0,00:00:00
2020-12-08,Exercicios,15,15,00:00:00
2020-12-08,Programacao,40,0,00:00:00
2020-12-08,Afirmacoes,150,0,00:00:00
2020-12-08,Disciplinas,40,0,00:00:00
2020-12-08,Meditacao,50,5,00:00:00
2020-12-08,Flauta,40,0,00:00:00
2020-12-08,Domesticas,10,60,00:00:00
2020-12-08,Pesquisas,40,30,00:00:00
2020-12-08,VitaminasEtc,150,1,00:00:00
2020-12-08,Neuronation/Ingles,25,0,00:00:00
2020-12-07,Disciplinas,40,30,00:00:00
2020-12-07,Programacao,40,0,00:00:00
2020-12-07,Exercicios,15,15,00:00:00
2020-12-07,Meditacao,50,6,00:00:00
2020-12-07,Pesquisas,40,14,00:00:00
2020-12-07,Afirmacoes,150,0,00:00:00
2020-12-07,Neuronation/Ingles,25,0,00:00:00
2020-12-07,Flauta,40,3,00:00:00
2020-12-07,Domesticas,10,6,00:00:00
2020-12-07,VitaminasEtc,150,1,00:00:00
2020-12-06,Afirmacoes,150,0,00:00:00
2020-12-06,Meditacao,50,8,00:00:00
2020-12-06,Disciplinas,40,0,00:00:00
2020-12-06,Pesquisas,40,52,00:00:00
2020-12-06,Neuronation/Ingles,25,0,00:00:00
2020-12-06,Flauta,40,0,00:00:00
2020-12-06,Domesticas,10,18,00:00:00
2020-12-06,VitaminasEtc,150,1,00:00:00
2020-12-06,Exercicios,15,0,00:00:00
2020-12-06,Programacao,40,0,00:00:00
2020-12-05,Afirmacoes,150,0,00:00:00
2020-12-05,Exercicios,15,0,00:00:00
2020-12-05,Programacao,40,0,00:00:00
2020-12-05,Flauta,40,0,00:00:00
2020-12-05,Neuronation/Ingles,25,0,00:00:00
2020-12-05,Meditacao,50,6,00:00:00
2020-12-05,VitaminasEtc,150,1,00:00:00
2020-12-05,Disciplinas,40,21,00:00:00
2020-12-05,Domesticas,10,12,00:00:00
2020-12-05,Pesquisas,40,12,00:00:00
2020-12-04,Exercicios,15,12,00:00:00
2020-12-04,Disciplinas,40,30,00:00:00
2020-12-04,Domesticas,10,12,00:00:00
2020-12-04,Afirmacoes,150,0,00:00:00
2020-12-04,VitaminasEtc,150,1,00:00:00
2020-12-04,Programacao,40,0,00:00:00
2020-12-04,Neuronation/Ingles,25,0,00:00:00
2020-12-04,Flauta,40,0,00:00:00
2020-12-04,Pesquisas,40,17,00:00:00
2020-12-04,Meditacao,50,8,00:00:00
2020-12-03,Domesticas,10,18,00:00:00
2020-12-03,Flauta,40,0,00:00:00
2020-12-03,Exercicios,15,29,00:00:00
2020-12-03,Disciplinas,40,20,00:00:00
2020-12-03,VitaminasEtc,150,1,00:00:00
2020-12-03,Pesquisas,40,55,00:00:00
2020-12-03,Meditacao,50,7,00:00:00
2020-12-03,Neuronation/Ingles,25,0,00:00:00
2020-12-03,Afirmacoes,150,0,00:00:00
2020-12-03,Programacao,40,0,00:00:00
2020-12-02,Neuronation/Ingles,25,0,00:00:00
2020-12-02,Programacao,40,0,00:00:00
2020-12-02,Flauta,40,0,00:00:00
2020-12-02,VitaminasEtc,150,1,00:00:00
2020-12-02,Exercicios,15,5,00:00:00
2020-12-02,Pesquisas,40,65,00:00:00
2020-12-02,Disciplinas,40,0,00:00:00
2020-12-02,Domesticas,10,23,00:00:00
2020-12-02,Meditacao,50,6,00:00:00
2020-12-02,Afirmacoes,150,0,00:00:00
2020-12-01,Programacao,40,0,00:00:00
2020-12-01,Flauta,40,3,00:00:00
2020-12-01,Domesticas,10,24,00:00:00
2020-12-01,Neuronation/Ingles,25,0,00:00:00
2020-12-01,Exercicios,15,30,00:00:00
2020-12-01,VitaminasEtc,150,1,00:00:00
2020-12-01,Afirmacoes,150,0,00:00:00
2020-12-01,Pesquisas,40,53,00:00:00
2020-12-01,Meditacao,50,10,00:00:00
2020-12-01,Disciplinas,40,3,00:00:00
2020-11-30,Pesquisas,40,40,00:00:00
2020-11-30,Disciplinas,40,21,00:00:00
2020-11-30,Programacao,40,0,00:00:00
2020-11-30,Neuronation/Ingles,25,0,00:00:00
2020-11-30,Afirmacoes,150,0,00:00:00
2020-11-30,Meditacao,50,3,00:00:00
2020-11-30,VitaminasEtc,150,1,00:00:00
2020-11-30,Exercicios,15,12,00:00:00
2020-11-30,Flauta,40,0,00:00:00
2020-11-30,Domesticas,10,20,00:00:00
2020-11-29,VitaminasEtc,150,1,00:00:00
2020-11-29,Afirmacoes,150,0,00:00:00
2020-11-29,Domesticas,10,12,00:00:00
2020-11-29,Flauta,40,0,00:00:00
2020-11-29,Neuronation/Ingles,25,0,00:00:00
2020-11-29,Meditacao,50,4,00:00:00
2020-11-29,Disciplinas,40,0,00:00:00
2020-11-29,Pesquisas,40,24,00:00:00
2020-11-29,Programacao,40,0,00:00:00
2020-11-29,Exercicios,15,30,00:00:00
2020-11-28,Afirmacoes,150,0,00:00:00
2020-11-28,Pesquisas,40,0,00:00:00
2020-11-28,Meditacao,50,8,00:00:00
2020-11-28,Neuronation/Ingles,25,0,00:00:00
2020-11-28,Programacao,40,0,00:00:00
2020-11-28,Exercicios,15,15,00:00:00
2020-11-28,Flauta,40,0,00:00:00
2020-11-28,VitaminasEtc,150,1,00:00:00
2020-11-28,Domesticas,10,55,00:00:00
2020-11-28,Disciplinas,40,0,00:00:00
2020-11-27,Programacao,40,0,00:00:00
2020-11-27,Meditacao,50,5,00:00:00
2020-11-27,Flauta,40,3,00:00:00
2020-11-27,Domesticas,10,12,00:00:00
2020-11-27,Exercicios,15,0,00:00:00
2020-11-27,Afirmacoes,150,0,00:00:00
2020-11-27,VitaminasEtc,150,1,00:00:00
2020-11-27,Disciplinas,40,36,00:00:00
2020-11-27,Neuronation/Ingles,25,0,00:00:00
2020-11-27,Pesquisas,40,36,00:00:00
2020-11-26,Disciplinas,40,40,00:00:00
2020-11-26,Flauta,40,0,00:00:00
2020-11-26,Domesticas,10,30,00:00:00
2020-11-26,Programacao,40,0,00:00:00
2020-11-26,Afirmacoes,150,0,00:00:00
2020-11-26,Exercicios,15,25,00:00:00
2020-11-26,Pesquisas,40,6,00:00:00
2020-11-26,Neuronation/Ingles,25,0,00:00:00
2020-11-26,VitaminasEtc,150,0,00:00:00
2020-11-26,Meditacao,50,25,00:00:00
2020-11-25,Afirmacoes,150,0,00:00:00
2020-11-25,Pesquisas,40,2,00:00:00
2020-11-25,Neuronation/Ingles,25,0,00:00:00
2020-11-25,Meditacao,50,18,00:00:00
2020-11-25,VitaminasEtc,150,1,00:00:00
2020-11-25,Flauta,40,0,00:00:00
2020-11-25,Domesticas,10,30,00:00:00
2020-11-25,Programacao,40,0,00:00:00
2020-11-25,Disciplinas,40,0,00:00:00
2020-11-25,Exercicios,15,0,00:00:00
2020-11-24,Programacao,40,0,00:00:00
2020-11-24,Meditacao,50,8,00:00:00
2020-11-24,Afirmacoes,150,0,00:00:00
2020-11-24,Exercicios,15,25,00:00:00
2020-11-24,VitaminasEtc,150,1,00:00:00
2020-11-24,Disciplinas,40,36,00:00:00
2020-11-24,Neuronation/Ingles,25,0,00:00:00
2020-11-24,Domesticas,10,24,00:00:00
2020-11-24,Flauta,40,0,00:00:00
2020-11-24,Pesquisas,40,18,00:00:00
2020-11-23,Domesticas,10,24,00:00:00
2020-11-23,Pesquisas,40,18,00:00:00
2020-11-23,Disciplinas,40,45,00:00:00
2020-11-23,Programacao,40,0,00:00:00
2020-11-23,Meditacao,50,24,00:00:00
2020-11-23,Neuronation/Ingles,25,0,00:00:00
2020-11-23,Flauta,40,0,00:00:00
2020-11-23,Exercicios,15,40,00:00:00
2020-11-23,Afirmacoes,150,0,00:00:00
2020-11-23,VitaminasEtc,150,0,00:00:00
2020-11-22,VitaminasEtc,150,1,00:00:00
2020-11-22,Neuronation/Ingles,25,0,00:00:00
2020-11-22,Domesticas,10,12,00:00:00
2020-11-22,Programacao,40,0,00:00:00
2020-11-22,Flauta,40,0,00:00:00
2020-11-22,Afirmacoes,150,0,00:00:00
2020-11-22,Meditacao,50,6,00:00:00
2020-11-22,Disciplinas,40,0,00:00:00
2020-11-22,Pesquisas,40,36,00:00:00
2020-11-22,Exercicios,15,0,00:00:00
2020-11-21,Flauta,40,0,00:00:00
2020-11-21,Pesquisas,40,7,00:00:00
2020-11-21,Disciplinas,40,12,00:00:00
2020-11-21,Neuronation/Ingles,25,0,00:00:00
2020-11-21,Meditacao,50,6,00:00:00
2020-11-21,Programacao,40,0,00:00:00
2020-11-21,Afirmacoes,150,0,00:00:00
2020-11-21,VitaminasEtc,150,1,00:00:00
2020-11-21,Domesticas,10,30,00:00:00
2020-11-21,Exercicios,15,0,00:00:00
2020-11-20,Disciplinas,40,24,00:00:00
2020-11-20,Meditacao,50,3,00:00:00
2020-11-20,Programacao,40,0,00:00:00
2020-11-20,Flauta,40,0,00:00:00
2020-11-20,Domesticas,10,36,00:00:00
2020-11-20,Exercicios,15,0,00:00:00
2020-11-20,Neuronation/Ingles,25,0,00:00:00
2020-11-20,Pesquisas,40,36,00:00:00
2020-11-20,VitaminasEtc,150,1,00:00:00
2020-11-20,Afirmacoes,150,0,00:00:00
2020-11-19,Domesticas,10,18,00:00:00
2020-11-19,Disciplinas,40,0,00:00:00
2020-11-19,Pesquisas,40,48,00:00:00
2020-11-19,Programacao,40,0,00:00:00
2020-11-19,Flauta,40,0,00:00:00
2020-11-19,Exercicios,15,25,00:00:00
2020-11-19,Meditacao,50,6,00:00:00
2020-11-19,Afirmacoes,150,0,00:00:00
2020-11-19,Neuronation/Ingles,25,0,00:00:00
2020-11-19,VitaminasEtc,150,1,00:00:00
2020-11-18,VitaminasEtc,150,1,00:00:00
2020-11-18,Disciplinas,40,40,00:00:00
2020-11-18,Domesticas,10,12,00:00:00
2020-11-18,Pesquisas,40,30,00:00:00
2020-11-18,Flauta,40,0,00:00:00
2020-11-18,Programacao,40,0,00:00:00
2020-11-18,Meditacao,50,8,00:00:00
2020-11-18,Exercicios,15,0,00:00:00
2020-11-18,Afirmacoes,150,0,00:00:00
2020-11-18,Neuronation/Ingles,25,0,00:00:00
2020-11-17,Disciplinas,40,0,00:00:00
2020-11-17,Exercicios,15,10,00:00:00
2020-11-17,Programacao,40,0,00:00:00
2020-11-17,Domesticas,10,30,00:00:00
2020-11-17,Neuronation/Ingles,25,0,00:00:00
2020-11-17,VitaminasEtc,150,1,00:00:00
2020-11-17,Meditacao,50,8,00:00:00
2020-11-17,Afirmacoes,150,0,00:00:00
2020-11-17,Flauta,40,0,00:00:00
2020-11-17,Pesquisas,40,25,00:00:00
2020-11-16,VitaminasEtc,150,1,00:00:00
2020-11-16,Pesquisas,40,0,00:00:00
2020-11-16,Exercicios,15,0,00:00:00
2020-11-16,Meditacao,50,8,00:00:00
2020-11-16,Programacao,40,0,00:00:00
2020-11-16,Disciplinas,40,0,00:00:00
2020-11-16,Neuronation/Ingles,25,0,00:00:00
2020-11-16,Domesticas,10,48,00:00:00
2020-11-16,Afirmacoes,150,0,00:00:00
2020-11-16,Flauta,40,0,00:00:00
2020-11-15,Exercicios,15,0,00:00:00
2020-11-15,Neuronation/Ingles,25,0,00:00:00
2020-11-15,Pesquisas,40,0,00:00:00
2020-11-15,Meditacao,50,0,00:00:00
2020-11-15,Disciplinas,40,0,00:00:00
2020-11-15,Domesticas,10,24,00:00:00
2020-11-15,VitaminasEtc,150,1,00:00:00
2020-11-15,Flauta,40,0,00:00:00
2020-11-15,Programacao,40,0,00:00:00
2020-11-15,Afirmacoes,150,0,00:00:00
2020-11-14,Domesticas,10,14,00:00:00
2020-11-14,Flauta,40,6,00:00:00
2020-11-14,Pesquisas,40,6,00:00:00
2020-11-14,Exercicios,15,26,00:00:00
2020-11-14,Neuronation/Ingles,25,0,00:00:00
2020-11-14,Disciplinas,40,0,00:00:00
2020-11-14,Programacao,40,0,00:00:00
2020-11-14,Meditacao,50,11,00:00:00
2020-11-14,VitaminasEtc,150,0,00:00:00
2020-11-14,Afirmacoes,150,0,00:00:00
2020-11-13,Pesquisas,40,24,00:00:00
2020-11-13,Afirmacoes,150,0,00:00:00
2020-11-13,Programacao,40,0,00:00:00
2020-11-13,Domesticas,10,44,00:00:00
2020-11-13,Disciplinas,40,12,00:00:00
2020-11-13,Neuronation/Ingles,25,0,00:00:00
2020-11-13,Exercicios,15,30,00:00:00
2020-11-13,Meditacao,50,4,00:00:00
2020-11-13,VitaminasEtc,150,0,00:00:00
2020-11-13,Flauta,40,0,00:00:00
2020-11-12,Disciplinas,40,0,00:00:00
2020-11-12,VitaminasEtc,150,1,00:00:00
2020-11-12,Programacao,40,0,00:00:00
2020-11-12,Meditacao,50,6,00:00:00
2020-11-12,Exercicios,15,27,00:00:00
2020-11-12,Flauta,40,0,00:00:00
2020-11-12,Afirmacoes,150,0,00:00:00
2020-11-12,Pesquisas,40,0,00:00:00
2020-11-12,Domesticas,10,12,00:00:00
2020-11-12,Neuronation/Ingles,25,0,00:00:00
2020-11-11,VitaminasEtc,150,0,00:00:00
2020-11-11,Domesticas,10,40,00:00:00
2020-11-11,Disciplinas,40,6,00:00:00
2020-11-11,Programacao,40,0,00:00:00
2020-11-11,Neuronation/Ingles,25,0,00:00:00
2020-11-11,Exercicios,15,18,00:00:00
2020-11-11,Pesquisas,40,50,00:00:00
2020-11-11,Meditacao,50,6,00:00:00
2020-11-11,Flauta,40,0,00:00:00
2020-11-11,Afirmacoes,150,0,00:00:00
2020-11-10,VitaminasEtc,150,1,00:00:00
2020-11-10,Neuronation/Ingles,25,0,00:00:00
2020-11-10,Exercicios,15,25,00:00:00
2020-11-10,Afirmacoes,150,0,00:00:00
2020-11-10,Programacao,40,0,00:00:00
2020-11-10,Pesquisas,40,50,00:00:00
2020-11-10,Domesticas,10,10,00:00:00
2020-11-10,Flauta,40,0,00:00:00
2020-11-10,Disciplinas,40,0,00:00:00
2020-11-10,Meditacao,50,6,00:00:00
2020-11-09,Programacao,40,0,00:00:00
2020-11-09,Disciplinas,40,0,00:00:00
2020-11-09,Meditacao,50,4,00:00:00
2020-11-09,Flauta,40,0,00:00:00
2020-11-09,VitaminasEtc,150,0,00:00:00
2020-11-09,Domesticas,10,48,00:00:00
2020-11-09,Neuronation/Ingles,25,0,00:00:00
2020-11-09,Exercicios,15,0,00:00:00
2020-11-09,Afirmacoes,150,0,00:00:00
2020-11-09,Pesquisas,40,48,00:00:00
2020-11-08,Exercicios,15,30,00:00:00
2020-11-08,Programacao,40,0,00:00:00
2020-11-08,Domesticas,10,8,00:00:00
2020-11-08,VitaminasEtc,150,1,00:00:00
2020-11-08,Disciplinas,40,16,00:00:00
2020-11-08,Meditacao,50,3,00:00:00
2020-11-08,Pesquisas,40,38,00:00:00
2020-11-08,Neuronation/Ingles,25,0,00:00:00
2020-11-08,Flauta,40,0,00:00:00
2020-11-08,Afirmacoes,150,0,00:00:00
2020-11-07,VitaminasEtc,150,1,00:00:00
2020-11-07,Domesticas,10,36,00:00:00
2020-11-07,Neuronation/Ingles,25,0,00:00:00
2020-11-07,Afirmacoes,150,0,00:00:00
2020-11-07,Pesquisas,40,50,00:00:00
2020-11-07,Meditacao,50,7,00:00:00
2020-11-07,Exercicios,15,30,00:00:00
2020-11-07,Disciplinas,40,0,00:00:00
2020-11-07,Flauta,40,0,00:00:00
2020-11-07,Programacao,40,0,00:00:00
2020-11-06,Neuronation/Ingles,25,0,00:00:00
2020-11-06,VitaminasEtc,150,1,00:00:00
2020-11-06,Pesquisas,40,28,00:00:00
2020-11-06,Programacao,40,0,00:00:00
2020-11-06,Exercicios,15,35,00:00:00
2020-11-06,Flauta,40,0,00:00:00
2020-11-06,Afirmacoes,150,0,00:00:00
2020-11-06,Domesticas,10,42,00:00:00
2020-11-06,Meditacao,50,6,00:00:00
2020-11-06,Disciplinas,40,0,00:00:00
2020-11-05,Programacao,40,0,00:00:00
2020-11-05,VitaminasEtc,150,1,00:00:00
2020-11-05,Domesticas,10,40,00:00:00
2020-11-05,Exercicios,15,5,00:00:00
2020-11-05,Disciplinas,40,0,00:00:00
2020-11-05,Afirmacoes,150,0,00:00:00
2020-11-05,Pesquisas,40,42,00:00:00
2020-11-05,Flauta,40,0,00:00:00
2020-11-05,Meditacao,50,6,00:00:00
2020-11-05,Neuronation/Ingles,25,0,00:00:00
2020-11-04,Exercicios,15,20,00:00:00
2020-11-04,Meditacao,50,8,00:00:00
2020-11-04,Afirmacoes,150,0,00:00:00
2020-11-04,Domesticas,10,24,00:00:00
2020-11-04,Neuronation/Ingles,25,0,00:00:00
2020-11-04,Disciplinas,40,0,00:00:00
2020-11-04,Programacao,40,0,00:00:00
2020-11-04,VitaminasEtc,150,1,00:00:00
2020-11-04,Flauta,40,0,00:00:00
2020-11-04,Pesquisas,40,36,00:00:00
2020-11-03,Neuronation/Ingles,25,0,00:00:00
2020-11-03,Meditacao,50,9,00:00:00
2020-11-03,Pesquisas,40,30,00:00:00
2020-11-03,Afirmacoes,150,0,00:00:00
2020-11-03,Flauta,40,0,00:00:00
2020-11-03,Exercicios,15,15,00:00:00
2020-11-03,Domesticas,10,48,00:00:00
2020-11-03,VitaminasEtc,150,0,00:00:00
2020-11-03,Programacao,40,0,00:00:00
2020-11-03,Disciplinas,40,0,00:00:00
2020-11-02,Afirmacoes,150,0,00:00:00
2020-11-02,VitaminasEtc,150,1,00:00:00
2020-11-02,Meditacao,50,8,00:00:00
2020-11-02,Flauta,40,6,00:00:00
2020-11-02,Neuronation/Ingles,25,0,00:00:00
2020-11-02,Exercicios,15,15,00:00:00
2020-11-02,Disciplinas,40,0,00:00:00
2020-11-02,Programacao,40,0,00:00:00
2020-11-02,Domesticas,10,36,00:00:00
2020-11-02,Pesquisas,40,50,00:00:00
2020-11-01,Meditacao,50,0,00:00:00
2020-11-01,VitaminasEtc,150,1,00:00:00
2020-11-01,Flauta,40,0,00:00:00
2020-11-01,Programacao,40,0,00:00:00
2020-11-01,Domesticas,10,24,00:00:00
2020-11-01,Pesquisas,40,48,00:00:00
2020-11-01,Disciplinas,40,0,00:00:00
2020-11-01,Neuronation/Ingles,25,0,00:00:00
2020-11-01,Afirmacoes,150,0,00:00:00
2020-11-01,Exercicios,15,0,00:00:00
2020-10-31,Programacao,40,0,00:00:00
2020-10-31,Pesquisas,40,48,00:00:00
2020-10-31,Domesticas,10,24,00:00:00
2020-10-31,Exercicios,15,0,00:00:00
2020-10-31,Disciplinas,40,0,00:00:00
2020-10-31,Meditacao,50,12,00:00:00
2020-10-31,VitaminasEtc,150,1,00:00:00
2020-10-31,Neuronation/Ingles,25,0,00:00:00
2020-10-31,Flauta,40,0,00:00:00
2020-10-31,Afirmacoes,150,0,00:00:00
2020-10-30,Domesticas,10,30,00:00:00
2020-10-30,Meditacao,50,16,00:00:00
2020-10-30,VitaminasEtc,150,1,00:00:00
2020-10-30,Exercicios,15,24,00:00:00
2020-10-30,Programacao,40,0,00:00:00
2020-10-30,Pesquisas,40,48,00:00:00
2020-10-30,Flauta,40,0,00:00:00
2020-10-30,Neuronation/Ingles,25,0,00:00:00
2020-10-30,Disciplinas,40,0,00:00:00
2020-10-30,Afirmacoes,150,0,00:00:00
2020-10-29,Neuronation/Ingles,25,0,00:00:00
2020-10-29,Programacao,40,0,00:00:00
2020-10-29,Meditacao,50,8,00:00:00
2020-10-29,Domesticas,10,24,00:00:00
2020-10-29,Flauta,40,0,00:00:00
2020-10-29,Disciplinas,40,0,00:00:00
2020-10-29,Pesquisas,40,60,00:00:00
2020-10-29,VitaminasEtc,150,1,00:00:00
2020-10-29,Afirmacoes,150,0,00:00:00
2020-10-29,Exercicios,15,15,00:00:00
2020-10-28,Domesticas,10,36,00:00:00
2020-10-28,Pesquisas,40,40,00:00:00
2020-10-28,Exercicios,15,70,00:00:00
2020-10-28,Disciplinas,40,0,00:00:00
2020-10-28,Flauta,40,0,00:00:00
2020-10-28,Meditacao,50,8,00:00:00
2020-10-28,VitaminasEtc,150,2,00:00:00
2020-10-28,Neuronation/Ingles,25,0,00:00:00
